"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ERR1191866","ERR1191867","ERR1191869"
"rclA","","putative pyridine nucleotide-disulfide oxidoreductase RclA","3","3","1","1","754","","","","1316","1316","1316","CPJADAKE_00723","EJKBOHLF_00143","MCNKEKOJ_00082"
"nanA_1","","Sialidase A","3","3","1","1","670","","","","2897","2897","2897","CPJADAKE_00463","EJKBOHLF_00064","MCNKEKOJ_00002"
"gtaB","","UTP--glucose-1-phosphate uridylyltransferase","3","3","1","11","21","","","","899","899","899","CPJADAKE_01750","EJKBOHLF_01131","MCNKEKOJ_01716"
"agaA_2","","Alpha-galactosidase AgaA","3","3","1","13","3","","","","2162","2162","2162","CPJADAKE_01926","EJKBOHLF_01774","MCNKEKOJ_01811"
"alsT","","Amino-acid carrier protein AlsT","3","3","1","1","1145","","","","1322","1322","1322","CPJADAKE_00051","EJKBOHLF_00241","MCNKEKOJ_00860"
"group_2723","","hypothetical protein","3","3","1","6","93","","","","320","320","320","CPJADAKE_00639","EJKBOHLF_01261","MCNKEKOJ_01175"
"group_2724","","hypothetical protein","3","3","1","1","1375","","","","1682","1682","1682","CPJADAKE_00443","EJKBOHLF_00294","MCNKEKOJ_00579"
"deoC","","Deoxyribose-phosphate aldolase","3","3","1","1","516","","","","662","662","662","CPJADAKE_00690","EJKBOHLF_01464","MCNKEKOJ_01674"
"cysE","","Serine acetyltransferase","3","3","1","2","6","","","","617","617","617","CPJADAKE_01815","EJKBOHLF_01978","MCNKEKOJ_01370"
"tabA","","Toxin-antitoxin biofilm protein TabA","3","3","1","1","683","","","","452","452","452","CPJADAKE_00476","EJKBOHLF_00076","MCNKEKOJ_00015"
"ybbH","","putative HTH-type transcriptional regulator YbbH","3","3","1","1","688","","","","851","851","851","CPJADAKE_00481","EJKBOHLF_00081","MCNKEKOJ_00020"
"ileS","","Isoleucine--tRNA ligase","3","3","1","1","704","","","","2792","2792","2792","CPJADAKE_00495","EJKBOHLF_00094","MCNKEKOJ_00034"
"group_276","","hypothetical protein","3","3","1","1","725","","","","251","302","285","CPJADAKE_00514","EJKBOHLF_00114","MCNKEKOJ_00052"
"group_277","","hypothetical protein","3","3","1","1","730","","","","140","323","201","CPJADAKE_00519","EJKBOHLF_00119","MCNKEKOJ_00057"
"luxA","","Alkanal monooxygenase alpha chain","3","3","1","1","1274","","","","1049","1049","1049","CPJADAKE_00535","EJKBOHLF_01367","MCNKEKOJ_00486"
"glgX_2","","Glycogen debranching enzyme","3","3","1","1","1273","","","","3797","3863","3834","CPJADAKE_00536","EJKBOHLF_01368","MCNKEKOJ_01982"
"group_280","","hypothetical protein","3","3","1","1","1268","","","","263","263","263","CPJADAKE_00541","EJKBOHLF_01373","MCNKEKOJ_01745"
"rsuA_2","","Ribosomal small subunit pseudouridine synthase A","3","3","1","1","1263","","","","722","722","722","CPJADAKE_00546","EJKBOHLF_01594","MCNKEKOJ_01740"
"group_282","","hypothetical protein","3","3","1","1","1255","","","","692","707","702","CPJADAKE_00554","EJKBOHLF_01602","MCNKEKOJ_01732"
"sulD","","Bifunctional folate synthesis protein","3","3","1","1","1251","","","","812","836","820","CPJADAKE_00558","EJKBOHLF_01606","MCNKEKOJ_01728"
"group_286","","hypothetical protein","3","3","1","1","1237","","","","1139","2213","1855","CPJADAKE_00572","EJKBOHLF_01680","MCNKEKOJ_01364"
"ugl","","Unsaturated chondroitin disaccharide hydrolase","3","3","1","1","1228","","","","215","1190","865","CPJADAKE_00581","EJKBOHLF_01043","MCNKEKOJ_01355"
"group_288","","hypothetical protein","3","3","1","1","1224","","","","293","293","293","CPJADAKE_00585","EJKBOHLF_01047","MCNKEKOJ_01351"
"group_289","","hypothetical protein","3","3","1","1","1220","","","","242","242","242","CPJADAKE_00589","EJKBOHLF_01051","MCNKEKOJ_01347"
"group_29","","hypothetical protein","3","3","1","2","55","","","","518","581","549","CPJADAKE_01207","EJKBOHLF_01275","MCNKEKOJ_01087"
"group_291","","hypothetical protein","3","3","1","1","1217","","","","194","194","194","CPJADAKE_00591","EJKBOHLF_01053","MCNKEKOJ_01345"
"mraY","","Phospho-N-acetylmuramoyl-pentapeptide-transferase","3","3","1","1","1213","","","","980","980","980","CPJADAKE_00595","EJKBOHLF_01057","MCNKEKOJ_01341"
"clpC_1","","putative ATP-dependent Clp protease ATP-binding subunit","3","3","1","1","1211","","","","2105","2105","2105","CPJADAKE_00597","EJKBOHLF_01058","MCNKEKOJ_01340"
"group_294","","hypothetical protein","3","3","1","6","105","","","","236","236","236","CPJADAKE_00650","EJKBOHLF_01272","MCNKEKOJ_01163"
"folD","","Bifunctional protein FolD protein","3","3","1","1","501","","","","857","857","857","CPJADAKE_00674","EJKBOHLF_01479","MCNKEKOJ_01658"
"rpiA","","Ribose-5-phosphate isomerase A","3","3","1","1","503","","","","683","683","683","CPJADAKE_00676","EJKBOHLF_01477","MCNKEKOJ_01660"
"group_299","","hypothetical protein","3","3","1","1","510","","","","524","524","524","CPJADAKE_00684","EJKBOHLF_01470","MCNKEKOJ_01668"
"group_30","","hypothetical protein","3","3","1","2","51","","","","923","1118","1033","CPJADAKE_01203","EJKBOHLF_01279","MCNKEKOJ_01083"
"pdp","","Pyrimidine-nucleoside phosphorylase","3","3","1","1","515","","","","1277","1277","1277","CPJADAKE_00689","EJKBOHLF_01465","MCNKEKOJ_01673"
"group_303","","hypothetical protein","3","3","1","3","138","","","","527","527","527","CPJADAKE_00745","EJKBOHLF_01575","MCNKEKOJ_00400"
"group_304","","hypothetical protein","3","3","1","3","98","","","","683","767","739","CPJADAKE_00782","EJKBOHLF_01530","MCNKEKOJ_00440"
"agrA_1","","Accessory gene regulator protein A","3","3","1","3","96","","","","464","752","656","CPJADAKE_00786","EJKBOHLF_00996","MCNKEKOJ_00444"
"group_306","","hypothetical protein","3","3","1","3","95","","","","1325","1325","1325","CPJADAKE_00787","EJKBOHLF_00995","MCNKEKOJ_00445"
"group_307","","hypothetical protein","3","3","1","3","60","","","","122","122","122","CPJADAKE_00801","EJKBOHLF_00948","MCNKEKOJ_00480"
"group_308","","hypothetical protein","3","3","1","1","1346","","","","143","143","143","CPJADAKE_00817","EJKBOHLF_00323","MCNKEKOJ_00551"
"licC_1","","Lichenan permease IIC component","3","3","1","1","1291","","","","1298","1298","1298","CPJADAKE_00872","EJKBOHLF_00372","MCNKEKOJ_00502"
"bmrA","","Multidrug resistance ABC transporter ATP-binding/permease protein BmrA","3","3","1","1","863","","","","233","1100","740","CPJADAKE_01240","EJKBOHLF_01956","MCNKEKOJ_00196"
"group_310","","hypothetical protein","3","3","1","1","1286","","","","695","695","695","CPJADAKE_00878","EJKBOHLF_00377","MCNKEKOJ_00497"
"group_311","","hypothetical protein","3","3","1","7","44","","","","194","194","194","CPJADAKE_00897","EJKBOHLF_02075","MCNKEKOJ_01035"
"btuD_9","","Vitamin B12 import ATP-binding protein BtuD","3","3","1","7","45","","","","884","884","884","CPJADAKE_00898","EJKBOHLF_02074","MCNKEKOJ_01034"
"rnmV","","Ribonuclease M5","3","3","1","7","67","","","","560","560","560","CPJADAKE_00911","EJKBOHLF_00689","MCNKEKOJ_01019"
"group_318","","hypothetical protein","3","3","1","7","69","","","","296","296","296","CPJADAKE_00913","EJKBOHLF_00687","MCNKEKOJ_01017"
"lmrA","","Multidrug resistance ABC transporter ATP-binding and permease protein","3","3","1","1","864","","","","545","1430","899","CPJADAKE_01239","EJKBOHLF_01955","MCNKEKOJ_00197"
"group_320","","hypothetical protein","3","3","1","7","23","","","","161","278","200","CPJADAKE_00944","EJKBOHLF_00657","MCNKEKOJ_00987"
"group_321","","hypothetical protein","3","3","1","7","21","","","","755","2015","1595","CPJADAKE_00946","EJKBOHLF_00655","MCNKEKOJ_00985"
"group_322","","hypothetical protein","3","3","1","4","113","","","","146","146","146","CPJADAKE_00957","EJKBOHLF_00581","MCNKEKOJ_01430"
"glnM_1","","putative glutamine ABC transporter permease protein GlnM","3","3","1","4","112","","","","620","680","660","CPJADAKE_00958","EJKBOHLF_00582","MCNKEKOJ_01429"
"group_324","","hypothetical protein","3","3","1","4","106","","","","677","704","686","CPJADAKE_00964","EJKBOHLF_00589","MCNKEKOJ_01422"
"group_326","","hypothetical protein","3","3","1","4","85","","","","623","623","623","CPJADAKE_00984","EJKBOHLF_00610","MCNKEKOJ_01771"
"miaA","","tRNA dimethylallyltransferase","3","3","1","4","83","","","","884","884","884","CPJADAKE_00986","EJKBOHLF_00612","MCNKEKOJ_01773"
"menH","","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","3","3","1","4","78","","","","617","617","617","CPJADAKE_00991","EJKBOHLF_00617","MCNKEKOJ_01778"
"group_330","","hypothetical protein","3","3","1","4","75","","","","563","563","563","CPJADAKE_00994","EJKBOHLF_00620","MCNKEKOJ_01781"
"group_331","","hypothetical protein","3","3","1","4","65","","","","254","254","254","CPJADAKE_01002","EJKBOHLF_00628","MCNKEKOJ_01836"
"group_332","","hypothetical protein","3","3","1","4","63","","","","446","446","446","CPJADAKE_01004","EJKBOHLF_00630","MCNKEKOJ_01838"
"glxK","","Glycerate kinase","3","3","1","1","208","","","","1115","1115","1115","CPJADAKE_01027","EJKBOHLF_00825","MCNKEKOJ_01638"
"rexB","","ATP-dependent helicase/deoxyribonuclease subunit B","3","3","1","1","212","","","","3275","3275","3275","CPJADAKE_01031","EJKBOHLF_00531","MCNKEKOJ_01949"
"group_335","","hypothetical protein","3","3","1","3","198","","","","215","326","289","CPJADAKE_01053","EJKBOHLF_00535","MCNKEKOJ_00351"
"group_336","","hypothetical protein","3","3","1","3","193","","","","1280","1346","1302","CPJADAKE_01057","EJKBOHLF_00539","MCNKEKOJ_00356"
"group_337","","hypothetical protein","3","3","1","3","192","","","","2084","2084","2084","CPJADAKE_01058","EJKBOHLF_00540","MCNKEKOJ_00357"
"group_338","","hypothetical protein","3","3","1","3","191","","","","1679","1679","1679","CPJADAKE_01059","EJKBOHLF_00541","MCNKEKOJ_00358"
"fucI","","L-fucose isomerase","3","3","1","3","179","","","","1766","1766","1766","CPJADAKE_01069","EJKBOHLF_00551","MCNKEKOJ_00367"
"glpF","","putative glycerol uptake facilitator protein","3","3","1","3","146","","","","704","755","721","CPJADAKE_01093","EJKBOHLF_00574","MCNKEKOJ_00392"
"group_341","","hypothetical protein","3","3","1","9","5","","","","194","194","194","CPJADAKE_01101","EJKBOHLF_02037","MCNKEKOJ_01267"
"licR_1","","putative licABCH operon regulator","3","3","1","9","17","","","","1610","1673","1652","CPJADAKE_01113","EJKBOHLF_01002","MCNKEKOJ_01279"
"group_343","","hypothetical protein","3","3","1","9","24","","","","623","623","623","CPJADAKE_01120","EJKBOHLF_01009","MCNKEKOJ_01286"
"group_344","","hypothetical protein","3","3","1","9","25","","","","986","986","986","CPJADAKE_01121","EJKBOHLF_01010","MCNKEKOJ_01287"
"group_346","","hypothetical protein","3","3","1","9","33","","","","461","461","461","CPJADAKE_01129","EJKBOHLF_01018","MCNKEKOJ_01294"
"gspF","","hypothetical protein","3","3","1","9","38","","","","872","1016","968","CPJADAKE_01133","EJKBOHLF_01022","MCNKEKOJ_01298"
"group_348","","hypothetical protein","3","3","1","9","62","","","","299","368","322","CPJADAKE_01144","EJKBOHLF_01031","MCNKEKOJ_01308"
"group_349","","hypothetical protein","3","3","1","9","61","","","","284","425","331","CPJADAKE_01145","EJKBOHLF_01032","MCNKEKOJ_01309"
"gph_2","","Phosphoglycolate phosphatase","3","3","1","9","57","","","","620","620","620","CPJADAKE_01148","EJKBOHLF_01034","MCNKEKOJ_01312"
"group_353","","hypothetical protein","3","3","1","2","49","","","","1166","1166","1166","CPJADAKE_01200","EJKBOHLF_01281","MCNKEKOJ_01081"
"group_354","","hypothetical protein","3","3","1","2","53","","","","413","413","413","CPJADAKE_01205","EJKBOHLF_01277","MCNKEKOJ_01085"
"group_355","","Protein SprT-like protein","3","3","1","2","70","","","","449","449","449","CPJADAKE_01222","EJKBOHLF_01965","MCNKEKOJ_01516"
"bceB","","Bacitracin export permease protein BceB","3","3","1","2","75","","","","1988","1988","1988","CPJADAKE_01227","EJKBOHLF_01969","MCNKEKOJ_01521"
"group_358","","hypothetical protein","3","3","1","1","874","","","","380","428","412","CPJADAKE_01229","EJKBOHLF_01945","MCNKEKOJ_00208"
"murE","","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase","3","3","1","1","860","","","","1445","1445","1445","CPJADAKE_01243","EJKBOHLF_00199","MCNKEKOJ_00193"
"group_360","","hypothetical protein","3","3","1","1","859","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","194","254","214","CPJADAKE_01244","EJKBOHLF_00198","MCNKEKOJ_00192"
"group_362","","hypothetical protein","3","3","1","1","856","","","","512","512","512","CPJADAKE_01246","EJKBOHLF_00196","MCNKEKOJ_00190"
"group_363","","hypothetical protein","3","3","1","1","846","","","","224","365","318","CPJADAKE_01256","EJKBOHLF_00186","MCNKEKOJ_00180"
"group_364","","hypothetical protein","3","3","1","1","839","","","","164","164","164","CPJADAKE_01263","EJKBOHLF_00179","MCNKEKOJ_00175"
"xpt","","Xanthine phosphoribosyltransferase","3","3","1","8","40","","","","581","581","581","CPJADAKE_01298","EJKBOHLF_01388","MCNKEKOJ_01116"
"adh_2","","Alcohol dehydrogenase","3","3","1","8","48","","","","992","1037","1022","CPJADAKE_01307","EJKBOHLF_01396","MCNKEKOJ_01124"
"czcD","","Cadmium, cobalt and zinc/H(+)-K(+) antiporter","3","3","1","8","50","","","","890","890","890","CPJADAKE_01309","EJKBOHLF_01398","MCNKEKOJ_01126"
"kstR2","","HTH-type transcriptional repressor KstR2","3","3","1","8","51","","","","536","536","536","CPJADAKE_01310","EJKBOHLF_01399","MCNKEKOJ_01127"
"group_369","","hypothetical protein","3","3","1","8","57","","","","296","296","296","CPJADAKE_01316","EJKBOHLF_02112","MCNKEKOJ_01133"
"galE","","UDP-glucose 4-epimerase","3","3","1","8","59","","","","701","701","701","CPJADAKE_01318","EJKBOHLF_02114","MCNKEKOJ_01135"
"group_371","","hypothetical protein","3","3","1","1","992","","","","1010","1010","1010","CPJADAKE_01341","EJKBOHLF_00866","MCNKEKOJ_01264"
"purD","","Phosphoribosylamine--glycine ligase","3","3","1","1","969","","","","1262","1262","1262","CPJADAKE_01358","EJKBOHLF_00849","MCNKEKOJ_01242"
"group_373","","hypothetical protein","3","3","1","1","966","","","","227","227","227","CPJADAKE_01361","EJKBOHLF_00846","MCNKEKOJ_01239"
"catE","","Catechol-2,3-dioxygenase","3","3","1","1","955","","","","854","854","854","CPJADAKE_01372","EJKBOHLF_00835","MCNKEKOJ_01228"
"group_375","","Sulfurtransferase","3","3","1","1","951","","","","296","296","296","CPJADAKE_01375","EJKBOHLF_00832","MCNKEKOJ_01225"
"deoD_1","","Purine nucleoside phosphorylase DeoD-type","3","3","1","1","950","","","","764","764","764","CPJADAKE_01376","EJKBOHLF_00831","MCNKEKOJ_01224"
"group_379","","hypothetical protein","3","3","1","1","189","","","","614","686","662","CPJADAKE_01385","EJKBOHLF_00806","MCNKEKOJ_02026"
"group_380","","hypothetical protein","3","3","1","1","163","","","","176","176","176","CPJADAKE_01409","EJKBOHLF_01329","MCNKEKOJ_00729"
"dnaG","","DNA primase","3","3","1","1","158","","","","1760","1760","1760","CPJADAKE_01414","EJKBOHLF_01324","MCNKEKOJ_00734"
"cmpD","","Bicarbonate transport ATP-binding protein CmpD","3","3","1","1","157","","","","758","758","758","CPJADAKE_01415","EJKBOHLF_01323","MCNKEKOJ_00735"
"pepE","","hypothetical protein","3","3","1","1","150","","","","284","587","385","CPJADAKE_01422","EJKBOHLF_01316","MCNKEKOJ_00741"
"group_384","","hypothetical protein","3","3","1","1","96","","","","461","854","723","CPJADAKE_01428","EJKBOHLF_00940","MCNKEKOJ_00789"
"sacA","","Sucrose-6-phosphate hydrolase","3","3","1","1","586","","","","1319","1319","1319","CPJADAKE_01451","EJKBOHLF_01422","MCNKEKOJ_00690"
"glnM_2","","putative glutamine ABC transporter permease protein GlnM","3","3","1","4","26","","","","389","677","581","CPJADAKE_01490","EJKBOHLF_00776","MCNKEKOJ_01569"
"femA","","Aminoacyltransferase FemA","3","3","1","4","33","","","","1232","1232","1232","CPJADAKE_01498","EJKBOHLF_00769","MCNKEKOJ_01562"
"uvrC","","UvrABC system protein C","3","3","1","4","35","","","","1844","1847","1845","CPJADAKE_01500","EJKBOHLF_00767","MCNKEKOJ_01560"
"group_389","","hypothetical protein","3","3","1","4","40","","","","578","578","578","CPJADAKE_01505","EJKBOHLF_00762","MCNKEKOJ_01554"
"rplK","","50S ribosomal protein L11","3","3","1","4","46","","","","425","425","425","CPJADAKE_01511","EJKBOHLF_00756","MCNKEKOJ_01548"
"group_391","","hypothetical protein","3","3","1","4","48","","","","362","362","362","CPJADAKE_01513","EJKBOHLF_00753","MCNKEKOJ_01853"
"group_393","","hypothetical protein","3","3","1","2","151","","","","671","671","671","CPJADAKE_01527","EJKBOHLF_01563","MCNKEKOJ_01533"
"proC","","Pyrroline-5-carboxylate reductase","3","3","1","2","144","","","","797","797","797","CPJADAKE_01534","EJKBOHLF_01556","MCNKEKOJ_01540"
"group_395","","hypothetical protein","3","3","1","2","135","","","","215","215","215","CPJADAKE_01543","EJKBOHLF_00696","MCNKEKOJ_01972"
"group_396","","PhoH-like protein","3","3","1","2","134","","","","968","1004","980","CPJADAKE_01544","EJKBOHLF_00697","MCNKEKOJ_01973"
"comEC","","ComE operon protein 3","3","3","1","2","126","","","","2240","2240","2240","CPJADAKE_01547","EJKBOHLF_00704","MCNKEKOJ_01940"
"infC","","Translation initiation factor IF-3","3","3","1","2","123","","","","557","587","577","CPJADAKE_01550","EJKBOHLF_00707","MCNKEKOJ_01943"
"group_399","","hypothetical protein","3","3","1","1","652","","","","1169","1169","1169","CPJADAKE_01569","EJKBOHLF_00046","MCNKEKOJ_00628"
"group_40","","hypothetical protein","3","3","1","1","1308","","","","194","1007","538","CPJADAKE_00855","EJKBOHLF_00361","MCNKEKOJ_00513"
"nfrA2","","FMN reductase [NAD(P)H]","3","3","1","1","654","","","","713","713","713","CPJADAKE_01571","EJKBOHLF_00048","MCNKEKOJ_00626"
"group_401","","hypothetical protein","3","3","1","1","656","","","","335","344","341","CPJADAKE_01573","EJKBOHLF_00050","MCNKEKOJ_00624"
"group_402","","hypothetical protein","3","3","1","1","657","","","","335","350","340","CPJADAKE_01574","EJKBOHLF_00051","MCNKEKOJ_00623"
"group_403","","hypothetical protein","3","3","1","1","659","","","","641","641","641","CPJADAKE_01578","EJKBOHLF_00053","MCNKEKOJ_00621"
"bcrA_1","","Bacitracin transport ATP-binding protein BcrA","3","3","1","1","660","","","","632","650","638","CPJADAKE_01579","EJKBOHLF_00054","MCNKEKOJ_00620"
"lytB","","Putative endo-beta-N-acetylglucosaminidase","3","3","1","2","117","","","","1034","1844","1304","CPJADAKE_01587","EJKBOHLF_00713","MCNKEKOJ_01607"
"mutM","","Formamidopyrimidine-DNA glycosylase","3","3","1","2","112","","","","824","857","835","CPJADAKE_01592","EJKBOHLF_00718","MCNKEKOJ_01612"
"group_407","","hypothetical protein","3","3","1","2","87","","","","416","416","416","CPJADAKE_01616","EJKBOHLF_00743","MCNKEKOJ_02002"
"group_408","","hypothetical protein","3","3","1","1","84","","","","194","218","210","CPJADAKE_01626","EJKBOHLF_00928","MCNKEKOJ_00800"
"ywlC","","Threonylcarbamoyl-AMP synthase","3","3","1","1","77","","","","602","602","602","CPJADAKE_01633","EJKBOHLF_00921","MCNKEKOJ_00807"
"prmC","","Release factor glutamine methyltransferase","3","3","1","1","76","","","","839","839","839","CPJADAKE_01634","EJKBOHLF_00920","MCNKEKOJ_00808"
"tdk","","Thymidine kinase","3","3","1","1","73","","","","590","599","593","CPJADAKE_01637","EJKBOHLF_00918","MCNKEKOJ_00810"
"mnmE","","tRNA modification GTPase MnmE","3","3","1","1","71","","","","1373","1373","1373","CPJADAKE_01639","EJKBOHLF_00916","MCNKEKOJ_00812"
"group_413","","hypothetical protein","3","3","1","1","67","","","","431","431","431","CPJADAKE_01644","EJKBOHLF_00911","MCNKEKOJ_00817"
