locus_tag	ftype	length_bp	gene	EC_number	COG	product
EJKBOHLF_02186	CDS	417				hypothetical protein
EJKBOHLF_02187	CDS	336				hypothetical protein
EJKBOHLF_02188	CDS	282	pezA		COG1396	Antitoxin PezA
EJKBOHLF_02189	CDS	300				hypothetical protein
EJKBOHLF_02190	CDS	546				hypothetical protein
EJKBOHLF_02191	CDS	714	xerC_9			Tyrosine recombinase XerC
EJKBOHLF_02192	CDS	387				hypothetical protein
EJKBOHLF_02193	CDS	156				hypothetical protein
EJKBOHLF_02194	CDS	168				hypothetical protein
EJKBOHLF_02195	CDS	135	rpmH			50S ribosomal protein L34
EJKBOHLF_02196	CDS	252				hypothetical protein
EJKBOHLF_02197	CDS	189				hypothetical protein
EJKBOHLF_02198	CDS	144				hypothetical protein
EJKBOHLF_02199	CDS	300				hypothetical protein
EJKBOHLF_02200	CDS	297				hypothetical protein
EJKBOHLF_02201	CDS	294				hypothetical protein
EJKBOHLF_02202	CDS	258				ISL3 family transposase IS1167
EJKBOHLF_02203	CDS	183				hypothetical protein
EJKBOHLF_02204	tRNA	73				tRNA-Val(tac)
